months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,raw_import_id,data_status
37,31,230223,N/A,IL,500/1000,500,1969.63,0,615218,FEMALE,MD,?,skydiving,own-child,0,0,?,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbend,1618 Maple Hwy,21,3,NO,1,1,YES,76450,6950,13900,55600,Dodge,RAM,1995,7233,UNPROCESSED_LEGACY_01
322,44,769602,12/19/2004,IL,100/300,1000,1156.19,0,606249,FEMALE,College,machine-op-inspct,cross-fit,husband,49900,-62700,2/15/2015,N/A,Side Collision,Major Damage,Fire,NY,Northbrook,N/A,20,3,YES,0,3,?,49400,9880,4940,34580,Jeep,Wrangler,2010,7795,UNPROCESSED_LEGACY_01
204,38,420815,11/15/2000,IL,100/300,2000,1124.47,0,616161,FEMALE,MD,tech-support,kayaking,wife,0,-45100,2/14/2015,Single Vehicle Collision,N/A,Total Loss,Ambulance,SC,Northbrook,6848 Elm Hwy,5,1,NO,0,1,?,90530,16460,16460,57610,Ford,F150,2003,1500,UNPROCESSED_LEGACY_01
76,31,973546,N/A,OH,500/1000,500,1493.5,5000000,442335,FEMALE,Associate,priv-house-serv,movies,not-in-family,39900,-44000,1/31/2015,Vehicle Theft,?,Minor Damage,Police,N/A,Northbrook,4237 4th St,7,1,NO,2,1,NO,8030,1460,730,5840,Mercedes,E400,1995,2503,UNPROCESSED_LEGACY_01
193,40,608039,N/A,IL,100/300,500,1155.38,0,604952,FEMALE,PhD,handlers-cleaners,N/A,not-in-family,34200,-32300,?,Single Vehicle Collision,Side Collision,Minor Damage,unknown_val,NY,Columbus,6581 Rock Ridge,6,1,NO,0,0,YES,63900,6390,6390,51120,Accura,TL,2001,9032,UNPROCESSED_LEGACY_01
405,55,250162,7/5/1999,IL,250/500,500,878.19,0,441533,MALE,N/A,machine-op-inspct,golf,unmarried,57100,0,3/1/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,N/A,?,7236 Apache Lane,2,4,YES,0,2,NO,38640,4830,4830,28980,Chevrolet,Tahoe,1997,4498,UNPROCESSED_LEGACY_01
435,58,786432,11/15/1997,IN,100/300,2000,1145.85,0,471784,MALE,JD,sales,movies,not-in-family,0,-40000,1/10/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3846 4th Hwy,19,3,?,1,1,YES,41490,9220,4610,27660,Mercedes,E400,2004,3943,UNPROCESSED_LEGACY_01
54,35,445195,9/27/2010,IN,100/300,500,1261.28,0,453265,unknown_val,MD,protective-serv,hiking,?,68500,-42100,?,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Springfield,5028 Maple Ridge,21,3,YES,2,0,?,79090,14380,7190,57520,Nissan,Maxima,2012,6278,UNPROCESSED_LEGACY_01
144,35,938634,8/30/1993,none,100/300,500,1427.46,0,444922,MALE,High School,machine-op-inspct,N/A,wife,0,0,1/30/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,7426 Rock Drive,3,3,?,0,0,?,87900,17580,8790,61530,Dodge,?,1995,8610,UNPROCESSED_LEGACY_01
92,32,482495,1/29/1998,IL,500/1000,500,1592.41,0,474324,MALE,Masters,prof-specialty,yachting,husband,58900,-29100,2/6/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,5771 Best St,22,1,?,2,3,?,53400,5340,5340,42720,Jeep,Wrangler,1996,1680,UNPROCESSED_LEGACY_01
173,36,796005,8/18/2007,OH,250/500,1000,1274.63,0,441298,MALE,College,machine-op-inspct,N/A,unmarried,51000,0,2/8/2015,Single Vehicle Collision,Rear Collision,Total Loss,unknown_val,SC,Springfield,9818 Cherokee Ave,22,1,YES,2,3,NO,52030,9460,9460,33110,Accura,MDX,1995,6051,UNPROCESSED_LEGACY_01
436,60,910604,4/14/1992,IN,250/500,500,1362.31,0,446606,unknown_val,High School,prof-specialty,bungie-jumping,wife,67600,-65300,1/13/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,7819 2nd Ave,16,1,NO,0,2,NO,82060,14920,7460,59680,Saab,93,2005,9176,?
155,35,327488,8/9/1993,OH,250/500,1000,919.37,0,459537,FEMALE,Associate,protective-serv,hiking,not-in-family,83600,0,1/18/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,1331 Elm Ridge,0,1,?,0,3,?,48360,8060,8060,32240,Nissan,Maxima,1997,6441,UNPROCESSED_LEGACY_01
78,31,715202,N/A,none,250/500,1000,1377.23,0,440757,FEMALE,Masters,armed-forces,kayaking,unmarried,72600,0,3/1/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,9240 Britain Ave,1,3,?,2,1,?,52290,5810,11620,34860,Nissan,Maxima,1997,5766,UNPROCESSED_LEGACY_01
440,57,648852,3/15/2007,IL,100/300,1000,995.55,5000000,604948,MALE,College,protective-serv,paintball,wife,51500,-52100,2/2/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,6668 Andromedia Ridge,19,3,YES,0,3,?,68200,12400,12400,43400,Jeep,?,2007,4180,UNPROCESSED_LEGACY_01
264,43,516959,5/1/2010,none,100/300,500,1508.12,6000000,433275,MALE,PhD,craft-repair,N/A,wife,0,0,1/20/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,5276 2nd Lane,0,3,?,2,1,NO,60750,13500,6750,40500,?,Wrangler,2015,6298,UNPROCESSED_LEGACY_01
66,30,984456,6/24/2003,IN,500/1000,500,484.67,0,608309,FEMALE,College,adm-clerical,paintball,wife,21100,-60800,1/24/2015,Multi-vehicle Collision,Front Collision,Major Damage,unknown_val,SC,Arlington,2889 Weaver St,2,3,?,0,2,YES,65560,11920,11920,41720,Volkswagen,Passat,2015,9147,UNPROCESSED_LEGACY_01
366,50,801331,N/A,IN,500/1000,1000,1561.41,0,462767,FEMALE,High School,handlers-cleaners,basketball,husband,21200,0,?,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,5,3,YES,1,3,NO,70290,12780,12780,44730,Mercedes,C300,2012,4920,UNPROCESSED_LEGACY_01
188,37,786103,9/24/1994,OH,100/300,500,1457.21,0,471785,FEMALE,JD,adm-clerical,hiking,own-child,46300,0,1/17/2015,N/A,Rear Collision,Total Loss,Ambulance,SC,Columbus,5499 Elm Hwy,6,1,?,2,0,YES,45000,5000,5000,35000,Suburu,Forrestor,2003,7348,UNPROCESSED_LEGACY_01
224,39,684193,6/20/2012,IL,500/1000,1000,1128.71,0,601397,FEMALE,JD,prof-specialty,sleeping,other-relative,0,-47100,2/4/2015,Multi-vehicle Collision,Rear Collision,?,Fire,N/A,Riverwood,8822 Sky St,21,3,YES,2,1,?,61800,12360,6180,43260,Suburu,Impreza,2007,9561,UNPROCESSED_LEGACY_01
253,46,247505,4/19/2006,IL,100/300,500,1358.2,0,477636,FEMALE,MD,transport-moving,movies,husband,52900,0,2/14/2015,N/A,Front Collision,Major Damage,Ambulance,NY,Columbus,4254 Best Ridge,11,3,YES,0,0,NO,64570,5870,11740,46960,Jeep,Wrangler,2001,6321,UNPROCESSED_LEGACY_01
446,61,259792,4/7/1999,IL,100/300,1000,1232.79,0,441967,FEMALE,High School,adm-clerical,reading,unmarried,49900,-62100,1/7/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,5812 Weaver Ave,3,1,YES,2,0,YES,70500,7050,14100,49350,Suburu,Forrestor,2007,6576,UNPROCESSED_LEGACY_01
169,37,185124,12/7/2001,IL,100/300,1000,936.19,0,454776,MALE,JD,armed-forces,movies,other-relative,70600,-48500,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,?,2,1,YES,57900,17370,5790,34740,Audi,A5,2005,2751,UNPROCESSED_LEGACY_01
255,46,760700,11/25/2006,IL,250/500,500,1302.34,0,431532,FEMALE,JD,prof-specialty,N/A,own-child,0,-52600,1/12/2015,Multi-vehicle Collision,N/A,Minor Damage,Fire,WV,Northbrook,N/A,2,3,NO,1,0,?,57860,5260,10520,42080,Volkswagen,Jetta,2011,1573,UNPROCESSED_LEGACY_01
209,39,362407,12/6/1996,IN,100/300,500,1264.99,0,614169,MALE,PhD,transport-moving,polo,husband,67800,0,1/1/2015,N/A,Side Collision,Minor Damage,Fire,VA,Northbrook,3340 3rd Hwy,22,1,?,1,1,NO,37800,8400,4200,25200,Chevrolet,Silverado,1995,4565,UNPROCESSED_LEGACY_01
210,37,389525,7/10/2012,OH,500/1000,500,1467.76,0,601425,unknown_val,MD,tech-support,hiking,own-child,38700,-33100,2/22/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,3097 4th Drive,8,1,?,1,3,YES,63300,6330,6330,50640,Toyota,Highlander,2000,8807,UNPROCESSED_LEGACY_01
174,33,179538,4/7/2014,IN,250/500,2000,1124.43,0,477346,FEMALE,College,farming-fishing,N/A,?,0,0,1/16/2015,N/A,Rear Collision,Total Loss,unknown_val,WV,Northbrook,1916 Elm St,14,3,YES,0,1,YES,44200,8840,4420,30940,Saab,93,1995,6872,UNPROCESSED_LEGACY_01
70,28,265437,10/11/2003,IL,250/500,1000,1319.81,0,613587,MALE,High School,?,N/A,husband,67200,-59400,1/28/2015,Multi-vehicle Collision,Side Collision,Minor Damage,unknown_val,N/A,Arlington,8917 Cherokee Lane,14,4,NO,1,0,YES,31680,3520,3520,24640,Toyota,Camry,2006,3698,UNPROCESSED_LEGACY_01
89,32,266247,1/17/2015,IN,none,2000,1482.53,0,620358,unknown_val,MD,tech-support,kayaking,not-in-family,49100,-45100,1/23/2015,Parked Car,?,Trivial Damage,Police,WV,?,8492 Weaver Hwy,5,1,YES,1,2,?,100,10,20,70,Audi,A3,2002,9301,UNPROCESSED_LEGACY_01
458,61,921851,12/7/1992,IN,100/300,1000,1328.18,0,617699,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0,2/25/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,N/A,Columbus,3753 Francis Lane,18,1,NO,2,1,NO,56340,6260,6260,43820,Volkswagen,Passat,2003,1990,UNPROCESSED_LEGACY_01
239,40,488724,11/29/2004,IN,100/300,500,1463.95,0,430567,FEMALE,JD,sales,skydiving,own-child,0,0,2/11/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,N/A,Springfield,4545 4th Ridge,20,3,?,0,0,YES,69740,6340,6340,57060,Dodge,Neon,2003,7992,UNPROCESSED_LEGACY_01
161,38,192524,1/2/2004,IL,100/300,2000,1133.85,0,439870,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0,1/3/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,2003,9465,UNPROCESSED_LEGACY_01
446,61,338070,1/25/2006,IN,500/1000,1000,1037.32,0,438837,unknown_val,High School,tech-support,skydiving,wife,0,-15700,1/30/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,?,2,1,NO,80880,6740,13480,60660,?,Ultima,2005,4667,UNPROCESSED_LEGACY_01
476,61,865607,N/A,IN,250/500,1000,1562.8,0,458997,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200,1/18/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,N/A,1,2,?,49390,8980,4490,35920,Suburu,Legacy,2009,9503,UNPROCESSED_LEGACY_01
70,29,963285,12/9/2006,IN,100/300,1000,1425.79,0,604147,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300,1/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,NO,0,3,?,69360,11560,11560,46240,Dodge,RAM,2009,4391,UNPROCESSED_LEGACY_01
233,41,728491,8/30/1997,OH,500/1000,2000,1615.14,0,606638,FEMALE,Associate,tech-support,board-games,other-relative,67100,0,1/20/2015,Vehicle Theft,?,Minor Damage,,NY,Springfield,4857 Weaver St,6,1,NO,0,1,?,3740,680,680,2380,Chevrolet,Malibu,2011,8681,UNPROCESSED_LEGACY_01
122,33,553436,6/3/1991,IL,250/500,500,1236.5,0,619620,MALE,PhD,other-service,N/A,husband,0,-48700,2/12/2015,Parked Car,?,Trivial Damage,,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,1,?,5060,460,920,3680,Nissan,Ultima,2003,3316,UNPROCESSED_LEGACY_01
335,48,440616,9/6/1995,IL,500/1000,2000,1017.97,0,441671,FEMALE,MD,machine-op-inspct,N/A,wife,59900,-34800,2/19/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,N/A,Columbus,N/A,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005,3518,UNPROCESSED_LEGACY_01
257,40,463237,2/9/2000,IN,none,2000,1306.0,0,610381,MALE,Associate,?,cross-fit,husband,46100,-46900,2/21/2015,Multi-vehicle Collision,Front Collision,Major Damage,unknown_val,NY,Columbus,9856 Apache St,3,3,YES,2,1,?,50050,7700,3850,38500,Ford,Fusion,2008,7485,?
85,27,753452,7/23/1996,IL,500/1000,2000,1174.14,0,602416,MALE,College,priv-house-serv,dancing,?,50400,-61500,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,N/A,Northbend,1951 Best Ave,14,4,YES,0,0,NO,59070,10740,5370,42960,Toyota,Camry,2012,7951,UNPROCESSED_LEGACY_01
133,30,920554,9/21/2005,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0,-31700,2/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,?,28440,3160,3160,22120,Dodge,Neon,2007,8196,?
119,34,594783,12/30/2011,IL,250/500,500,1299.18,0,463271,FEMALE,College,tech-support,hiking,wife,57100,0,1/8/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,N/A,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1998,1247,UNPROCESSED_LEGACY_01
169,34,725330,7/21/1996,IN,none,500,1469.75,0,458132,FEMALE,JD,sales,reading,?,0,-57600,1/16/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,?,1386 Britain St,0,1,?,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012,5571,UNPROCESSED_LEGACY_01
225,39,607259,4/8/1996,none,250/500,500,1390.72,0,448949,MALE,Masters,tech-support,N/A,other-relative,83900,-52100,2/20/2015,Parked Car,N/A,Trivial Damage,,SC,Northbrook,N/A,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,?,2011,7275,UNPROCESSED_LEGACY_01
84,32,979336,3/4/2001,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,1/30/2015,Single Vehicle Collision,N/A,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,N/A,0,2,?,57240,4770,9540,42930,BMW,X6,1995,7587,UNPROCESSED_LEGACY_01
169,39,865201,10/19/2001,none,100/300,2000,1140.15,0,608929,MALE,High School,armed-forces,exercise,husband,0,-36800,1/19/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,?,46200,4200,8400,33600,Suburu,?,2015,2943,?
124,32,140977,8/18/2006,IN,100/300,1000,1310.71,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,2/25/2015,N/A,Side Collision,Total Loss,Ambulance,NY,Columbus,N/A,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003,9092,UNPROCESSED_LEGACY_01
320,48,787351,4/28/2013,IL,250/500,2000,1730.49,7000000,443342,MALE,N/A,transport-moving,hiking,not-in-family,46300,-41700,?,Multi-vehicle Collision,Front Collision,?,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995,9669,?
297,47,272330,11/29/2009,IN,250/500,500,1616.65,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0,-59500,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,N/A,0,3,N/A,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,8711,UNPROCESSED_LEGACY_01
421,56,728025,2/15/1990,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,1/12/2015,Single Vehicle Collision,N/A,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,?,2,3,?,92730,16860,8430,67440,Mercedes,?,2004,8729,UNPROCESSED_LEGACY_01
136,33,804608,4/12/2002,OH,250/500,1000,855.14,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,1/4/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,?,Corolla,2015,2756,UNPROCESSED_LEGACY_01
46,24,718829,2/21/1999,OH,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,2/2/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,?,56600,11320,5660,39620,Toyota,Camry,1999,9261,UNPROCESSED_LEGACY_01
34,24,482404,6/18/2011,IN,500/1000,2000,1550.53,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,2/1/2015,Parked Car,?,?,unknown_val,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,?,3960,660,660,2640,Audi,A3,1998,8830,UNPROCESSED_LEGACY_01
95,30,331170,3/26/1995,IL,250/500,2000,1370.92,0,442206,MALE,College,?,video-games,unmarried,48900,0,2/14/2015,Single Vehicle Collision,N/A,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,?,34800,3480,6960,24360,Accura,?,1999,6783,UNPROCESSED_LEGACY_01
140,36,753056,5/3/1991,IN,none,500,1363.59,0,468303,FEMALE,JD,armed-forces,kayaking,?,43200,0,2/8/2015,N/A,Rear Collision,Minor Damage,unknown_val,NY,Riverwood,N/A,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,3699,UNPROCESSED_LEGACY_01
200,34,910365,12/19/2001,IN,250/500,1000,828.42,3000000,467762,unknown_val,College,prof-specialty,basketball,other-relative,0,0,1/22/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,?,2,2,NO,56000,5600,5600,44800,Chevrolet,?,2009,5131,UNPROCESSED_LEGACY_01
123,29,379268,8/5/2012,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,1/14/2015,Single Vehicle Collision,N/A,Minor Damage,Ambulance,N/A,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,1925,?
267,46,362843,8/9/2004,OH,250/500,2000,1111.17,0,469438,MALE,N/A,craft-repair,base-jumping,unmarried,35000,0,2/3/2015,Parked Car,?,Trivial Damage,,WV,Arlington,4905 Best Lane,3,1,YES,2,3,?,4950,900,450,3600,Toyota,Camry,1995,3297,?
290,42,135400,1/20/2014,IN,500/1000,500,989.97,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,1/20/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013,9122,?
45,37,798579,12/19/2011,IN,250/500,1000,1114.23,0,432534,MALE,N/A,prof-specialty,dancing,wife,0,0,?,Single Vehicle Collision,N/A,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,5837,UNPROCESSED_LEGACY_01
186,38,250833,N/A,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,A3,1995,6992,UNPROCESSED_LEGACY_01
135,34,824116,N/A,none,250/500,2000,1687.53,0,465674,FEMALE,N/A,protective-serv,base-jumping,other-relative,0,-69600,1/23/2015,Single Vehicle Collision,Side Collision,?,Fire,NC,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,78200,15640,7820,54740,Audi,?,2009,4254,UNPROCESSED_LEGACY_01
110,33,322613,4/16/1995,IN,250/500,1000,1183.48,0,442389,MALE,Associate,other-service,N/A,husband,0,0,?,N/A,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,93,2015,6753,?
259,43,871305,N/A,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,1/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,N/A,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012,6851,UNPROCESSED_LEGACY_01
114,30,488037,7/11/2007,none,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,2/25/2015,Vehicle Theft,?,Minor Damage,,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680,520,520,3640,?,Malibu,2013,6698,UNPROCESSED_LEGACY_01
404,56,485813,N/A,IN,250/500,1000,1361.16,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,1/15/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,?,53100,5310,5310,42480,Accura,MDX,2005,1565,UNPROCESSED_LEGACY_01
282,48,886473,3/10/1991,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,2/9/2015,Vehicle Theft,?,Minor Damage,,WV,Springfield,2809 Francis Lane,7,1,?,1,2,?,3520,640,320,2560,Accura,MDX,2013,6786,?
57,25,907113,1/20/1996,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,1/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010,5032,UNPROCESSED_LEGACY_01
215,38,833321,3/1/2010,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0,0,2/1/2015,Single Vehicle Collision,Rear Collision,?,Police,SC,Arlington,9878 Washington Ave,10,1,N/A,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,6607,UNPROCESSED_LEGACY_01
140,30,521592,6/15/2014,IL,100/300,500,1354.2,0,438775,FEMALE,College,?,bungie-jumping,wife,100500,0,2/10/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006,6103,UNPROCESSED_LEGACY_01
250,42,254837,11/25/2004,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,paintball,husband,69500,-40700,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800,13600,6800,54400,Ford,Fusion,2009,5148,UNPROCESSED_LEGACY_01
286,41,634499,8/26/2000,none,250/500,1000,999.43,0,477947,MALE,College,prof-specialty,N/A,wife,25800,0,1/1/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,?,4100,820,410,2870,Chevrolet,Malibu,2009,6886,UNPROCESSED_LEGACY_01
356,47,574707,8/23/2005,IN,250/500,2000,1155.97,0,431104,MALE,N/A,prof-specialty,camping,husband,0,0,2/23/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,N/A,0,3,?,61490,5590,11180,44720,Dodge,RAM,2009,9148,UNPROCESSED_LEGACY_01
65,29,476839,8/9/1990,IL,250/500,1000,1726.91,0,456570,MALE,High School,?,basketball,own-child,0,0,1/28/2015,Vehicle Theft,?,Trivial Damage,,VA,Hillsdale,N/A,14,1,?,0,0,?,7200,720,1440,5040,Audi,?,1999,6044,UNPROCESSED_LEGACY_01
187,34,149601,3/28/2003,IN,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,2/22/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,?,0,0,?,45100,8200,4100,32800,Nissan,Pathfinder,2011,1641,UNPROCESSED_LEGACY_01
386,53,630683,10/23/2007,OH,250/500,500,1078.65,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800,0,?,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,?,1364 Best St,16,1,?,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,8044,UNPROCESSED_LEGACY_01
197,41,500639,6/27/1996,OH,500/1000,1000,1324.78,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,1/10/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,?,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,6331,UNPROCESSED_LEGACY_01
166,37,352120,N/A,IN,250/500,500,1518.54,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,?,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,6726,?
293,49,569245,12/5/1995,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900,0,1/10/2015,N/A,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,Passat,2002,4236,UNPROCESSED_LEGACY_01
179,32,907012,12/15/1996,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,1/28/2015,Single Vehicle Collision,Front Collision,?,unknown_val,NY,Arlington,2646 MLK Drive,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,Impreza,2006,1862,UNPROCESSED_LEGACY_01
76,24,700074,6/6/2011,OH,250/500,1000,1622.67,0,600313,FEMALE,MD,priv-house-serv,N/A,husband,0,0,2/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,?,6256 Elm St,6,3,NO,1,1,?,74700,14940,7470,52290,Suburu,Forrestor,1997,8169,UNPROCESSED_LEGACY_01
105,28,866805,12/13/1995,OH,250/500,500,1082.36,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0,0,1/24/2015,Multi-vehicle Collision,N/A,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,7582,UNPROCESSED_LEGACY_01
